http://api2.bybit.com [302] [https://api2.bybit.com/] [0] [AkamaiGHost] [23.47.144.133] [9.060482975s] [Akamai,Akamai Bot Manager]
https://0-34.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [358.938784ms] [HSTS]
https://0-36.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [359.190628ms] [HSTS]
https://0-37.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [369.01028ms] [HSTS]
https://0-38.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [350.639573ms] [HSTS]
https://0-39.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [346.608323ms] [HSTS]
https://0-4.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [354.882755ms] [HSTS]
https://0-5-3.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [369.543575ms] [HSTS]
https://0-5.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [359.497295ms] [HSTS]
https://0-50.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [359.517992ms] [HSTS]
https://0-51-8.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [354.370031ms] [HSTS]
https://0-51.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [359.192782ms] [HSTS]
https://0-514-2-5.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [371.370617ms] [HSTS]
https://0-514-2.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [356.296678ms] [HSTS]
https://0-5142.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [393.523328ms] [HSTS]
https://0-51424.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [355.615139ms] [HSTS]
https://0-5148-2.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [359.227544ms] [HSTS]
https://0-515.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [395.286853ms] [HSTS]
https://0-52-4.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [361.810125ms] [HSTS]
https://0-52-5.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [360.730498ms] [HSTS]
https://0-529.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [368.606679ms] [HSTS]
https://0-53.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [365.47558ms] [HSTS]
https://0-54.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [363.00657ms] [HSTS]
https://0-56.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [360.60284ms] [HSTS]
https://0-58.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [362.356882ms] [HSTS]
https://0-586-2.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [362.268993ms] [HSTS]
https://0-586.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [366.113923ms] [HSTS]
https://0-5861.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [360.311521ms] [HSTS]
https://0-5895.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [369.580728ms] [HSTS]
https://0-5899.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [356.942524ms] [HSTS]
https://0-59-6.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [355.252173ms] [HSTS]
https://0-59-61.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [365.329215ms] [HSTS]
https://0-59.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [360.544727ms] [HSTS]
https://0-591.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [349.992475ms] [HSTS]
https://0-6-2.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [376.118786ms] [HSTS]
https://0-6.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [358.346451ms] [HSTS]
https://0-63.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [359.723344ms] [HSTS]
https://0-66.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [359.134716ms] [HSTS]
https://0-7.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [359.63521ms] [HSTS]
https://0-8.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [359.329964ms] [HSTS]
https://0-9-0.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [364.767135ms] [HSTS]
https://0-9-1.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [379.795ms] [HSTS]
https://0-9-2.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [361.433357ms] [HSTS]
https://0-9-3.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [366.762947ms] [HSTS]
https://0-9-5.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [361.016198ms] [HSTS]
https://0-9-6.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [360.902116ms] [HSTS]
https://0-9-7.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [352.79054ms] [HSTS]
https://0-9.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [350.936513ms] [HSTS]
https://0-96.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [360.509464ms] [HSTS]
https://0.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [360.031764ms] [HSTS]
https://0.sensors8-5.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [370.324275ms] [HSTS]
https://00-2.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [360.627647ms] [HSTS]
https://00-2.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [356.372729ms] [HSTS]
https://00-2.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [360.172916ms] [HSTS]
https://00-2.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [365.382826ms] [HSTS]
https://00.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [363.311315ms] [HSTS]
https://00.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [397.430768ms] [HSTS]
https://00.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [366.819547ms] [HSTS]
https://00.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [362.379916ms] [HSTS]
https://00.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [354.977389ms] [HSTS]
https://000000.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [358.678012ms] [HSTS]
https://000000.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [362.032982ms] [HSTS]
https://000000.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [359.473947ms] [HSTS]
https://000000.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [372.022261ms] [HSTS]
https://000055.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [362.584328ms] [HSTS]
https://000055.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [361.336262ms] [HSTS]
https://000055.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [349.931011ms] [HSTS]
https://000055.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [355.36589ms] [HSTS]
https://0000ax.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [356.441893ms] [HSTS]
https://0000ax.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [359.193699ms] [HSTS]
https://0000ax.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [360.85903ms] [HSTS]
https://0000ax.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [359.793267ms] [HSTS]
https://00011.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [361.072532ms] [HSTS]
https://00011.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [363.717327ms] [HSTS]
https://00011.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [357.049974ms] [HSTS]
https://00011.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [363.452141ms] [HSTS]
https://0004.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [362.391077ms] [HSTS]
https://0004.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [357.249326ms] [HSTS]
https://0004.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [348.063599ms] [HSTS]
https://0004.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [362.215087ms] [HSTS]
https://000550-8.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [363.868921ms] [HSTS]
https://000550-8.us.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [363.650712ms] [HSTS]
https://000550-8.us.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [363.627076ms] [HSTS]
https://000550-8.us.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [347.194568ms] [HSTS]
https://000550.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [400.616924ms] [HSTS]
https://000550.us.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [363.396629ms] [HSTS]
https://000550.us.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [346.368212ms] [HSTS]
https://000550.us.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [361.415651ms] [HSTS]
https://0005508.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [366.069175ms] [HSTS]
https://0005508.us.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [361.544679ms] [HSTS]
https://0005508.us.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [357.284119ms] [HSTS]
https://0005508.us.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [365.324196ms] [HSTS]
https://0006.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [365.114795ms] [HSTS]
https://0006.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [362.800119ms] [HSTS]
https://0006.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [362.677378ms] [HSTS]
https://0006.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [363.829256ms] [HSTS]
https://0007.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [366.987851ms] [HSTS]
https://0007.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [361.369851ms] [HSTS]
https://0007.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [360.826431ms] [HSTS]
https://0007.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [361.083129ms] [HSTS]
https://0007.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [348.322199ms] [HSTS]
https://0009.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [357.798623ms] [HSTS]
https://0009.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [367.949016ms] [HSTS]
https://0009.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [357.980579ms] [HSTS]
https://0009.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [354.795579ms] [HSTS]
https://000hotdoll000.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [363.006124ms] [HSTS]
https://000hotdoll000.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [360.923563ms] [HSTS]
https://000hotdoll000.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [357.363523ms] [HSTS]
https://000hotdoll000.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [353.658068ms] [HSTS]
https://001.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [367.219104ms] [HSTS]
https://001.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [364.906928ms] [HSTS]
https://001.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [367.050105ms] [HSTS]
https://001.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [350.32468ms] [HSTS]
https://0010.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [358.855884ms] [HSTS]
https://0010.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [366.916198ms] [HSTS]
https://0010.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [362.477642ms] [HSTS]
https://0010.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [359.740448ms] [HSTS]
https://001123com.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [355.63813ms] [HSTS]
https://001123com.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [345.24949ms] [HSTS]
https://001123com.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [359.279356ms] [HSTS]
https://001123com.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [359.65955ms] [HSTS]
https://001ahotcookie-8.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [365.104353ms] [HSTS]
https://001ahotcookie-8.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [358.484793ms] [HSTS]
https://001ahotcookie-8.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [353.217747ms] [HSTS]
https://001ahotcookie-8.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [362.336012ms] [HSTS]
https://001sexyass.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [354.92357ms] [HSTS]
https://001sexyass.us.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [359.210161ms] [HSTS]
https://001sexyass.us.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [369.352387ms] [HSTS]
https://001sexyass.us.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [353.381179ms] [HSTS]
https://003.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [358.829447ms] [HSTS]
https://003.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [359.969758ms] [HSTS]
https://003.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [361.287805ms] [HSTS]
https://003.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [368.202381ms] [HSTS]
https://0033.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [348.197074ms] [HSTS]
https://0033.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [345.610893ms] [HSTS]
https://0033.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [352.048919ms] [HSTS]
https://0033.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [357.618381ms] [HSTS]
https://004ahotcookie.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [366.056019ms] [HSTS]
https://005.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [352.806291ms] [HSTS]
https://005.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [357.690439ms] [HSTS]
https://005.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [403.25319ms] [HSTS]
https://005.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [355.952683ms] [HSTS]
https://00553.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [360.671191ms] [HSTS]
https://00553.us.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [373.743065ms] [HSTS]
https://00553.us.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [363.178299ms] [HSTS]
https://00553.us.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [354.984333ms] [HSTS]
https://006.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [348.442224ms] [HSTS]
https://006.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [357.973431ms] [HSTS]
https://006.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [356.062004ms] [HSTS]
https://006.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [392.096019ms] [HSTS]
https://0069.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [353.970913ms] [HSTS]
https://0069.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [352.113112ms] [HSTS]
https://0069.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [361.246564ms] [HSTS]
https://0069.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [356.521441ms] [HSTS]
https://007liaomendeduchang.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [355.644368ms] [HSTS]
https://007liaomendeduchang.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [359.504626ms] [HSTS]
https://007liaomendeduchang.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [360.758348ms] [HSTS]
https://007liaomendeduchang.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [353.708067ms] [HSTS]
https://007qiutanbifen.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [361.369069ms] [HSTS]
https://007qiutanbifen.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [357.356516ms] [HSTS]
https://007qiutanbifen.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [360.17007ms] [HSTS]
https://007qiutanbifen.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [358.09836ms] [HSTS]
https://007sex.us.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [360.460064ms] [HSTS]
https://007xiliedianyinghuangjiaduchang.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [358.937466ms] [HSTS]
https://007xiliedianyinghuangjiaduchang.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [357.557163ms] [HSTS]
https://007xiliedianyinghuangjiaduchang.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [347.180295ms] [HSTS]
https://007xiliedianyinghuangjiaduchang.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [372.355438ms] [HSTS]
https://007zhenrenyulecheng.us.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [403.961844ms] [HSTS]
https://0088celuebocai.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [359.551913ms] [HSTS]
https://0088celuebocailuntan.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [357.729296ms] [HSTS]
https://00nicole8teen.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [357.937058ms] [HSTS]
https://00nicole8teen.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [370.334055ms] [HSTS]
https://00nicole8teen.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [356.877119ms] [HSTS]
https://00nicole8teen.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [349.904346ms] [HSTS]
https://01-i95143f0d.am.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [355.940932ms] [HSTS]
https://01-i95143f0d.am.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [362.6714ms] [HSTS]
https://01-i95143f0d.am.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [355.935685ms] [HSTS]
https://01-i95143f0d.am.us.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.112.235.215] [356.852021ms] [HSTS]
https://01.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [362.582902ms] [HSTS]
https://01.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [18.177.77.142] [355.344883ms] [HSTS]
https://01.dev.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [358.327322ms] [HSTS]
https://01.eu.api.binance.com [302] [https://www.binance.com/en] [138] [302 Found] [] [13.113.172.32] [356.90742ms] [HSTS]
